Item;Smu1_V(1)(1);Smu1_I(1)(1);Smu1_R(1)(1);Smu1_Time(1)(1);
85;0,0900000035762787;-1,48894372387076E-07;-604455,375;875,9072265625;
86;0,100000001490116;-1,08393486186742E-07;-922564,6875;885,974609375;
87;0,109999999403954;-7,21473014664298E-08;-1524658,5;896,0458984375;
88;0,119999997317791;-3,89503647113543E-08;-3080844;906,115234375;
89;0,129999995231628;-9,0183531753496E-09;-14415048;916,18359375;
90;0,140000000596046;1,59405466604312E-08;8782635;926,251953125;
91;0,150000005960464;4,12041316621981E-08;3640411,75;936,3203125;
92;0,159999996423721;6,18925071194099E-08;2585127;946,388671875;
93;0,170000001788139;8,08093076898331E-08;2103718;956,45703125;
94;0,180000007152557;1,09731509212452E-07;1640367,5;966,52734375;
95;0,189999997615814;1,13626335007666E-07;1672147,5;976,595703125;
96;0,200000002980232;1,34228770320988E-07;1489993,5;986,6640625;
97;0,209999993443489;1,45160015563306E-07;1446679,375;996,734375;
98;0,219999998807907;1,60240773539044E-07;1372934;1006,8017578125;
99;0,230000004172325;1,72376132923091E-07;1334291,5;1016,869140625;
100;0,239999994635582;1,84946827630483E-07;1297670,25;1026,9384765625;
101;0,25;1,97644993704671E-07;1264894,125;1037,0078125;
102;0,259999990463257;2,10655642263191E-07;1234241,75;1047,076171875;
103;0,270000010728836;2,28322079465215E-07;1182540,125;1057,1435546875;
104;0,280000001192093;2,33794807513732E-07;1197631,375;1067,2109375;
105;0,28999999165535;2,48973691441279E-07;1164781,625;1077,279296875;
106;0,300000011920929;2,65355055262262E-07;1130560,75;1087,3466796875;
107;0,310000002384186;2,81689949588326E-07;1100500,75;1097,4150390625;
108;0,319999992847443;2,99864211683598E-07;1067149,625;1107,4833984375;
109;0,330000013113022;3,1322528570854E-07;1053554,875;1117,55078125;
110;0,340000003576279;3,3164215551551E-07;1025201,375;1127,6201171875;
111;0,349999994039536;3,53732332314394E-07;989448,6875;1137,6875;
112;0,360000014305115;3,79640113123969E-07;948266,5625;1147,7568359375;
113;0,370000004768372;4,03667854698142E-07;916595,1875;1157,82421875;
114;0,379999995231628;4,27804252467467E-07;888256,6875;1167,892578125;
115;0,389999985694885;4,50231709692162E-07;866220,625;1177,9599609375;
116;0,400000005960464;4,76679673511171E-07;839137,9375;1188,02734375;
117;0,409999996423721;5,06101343944465E-07;810114,4375;1198,095703125;
118;0,419999986886978;5,38307858732878E-07;780222,6875;1208,1630859375;
