-3,25483E-06
-2,95466E-06
-2,67678E-06
-2,41908E-06
-2,18421E-06
-1,97318E-06
-1,77388E-06
-1,6062E-06
-1,43972E-06
-1,29376E-06
-1,15867E-06
-1,04079E-06
-9,31814E-07
-8,22841E-07
-7,27464E-07
-6,4078E-07
-5,57918E-07
-4,81796E-07
-4,09483E-07
-3,46469E-07
-2,88708E-07
-2,33417E-07
-1,84733E-07
-1,3287E-07
-1,01754E-07
-6,35968E-08
-3,95458E-08
-5,32816E-09
1,96249E-08
3,56193E-08
6,2844E-08
8,46752E-08
9,00183E-08
1,11689E-07
1,27949E-07
1,39374E-07
1,53882E-07
1,63578E-07
1,74793E-07
1,80213E-07
1,96831E-07
2,07811E-07
2,18729E-07
2,29478E-07
2,37841E-07
2,50474E-07
2,63801E-07
2,78207E-07
2,87243E-07
3,02592E-07
3,16786E-07
3,34366E-07
3,64363E-07
3,94852E-07
4,31927E-07
4,84557E-07
5,3415E-07
6,16655E-07
7,00322E-07
7,9802E-07
9,00438E-07
1,01689E-06
1,03333E-06
1,15613E-06
1,27961E-06
1,39316E-06
1,50312E-06
1,60209E-06
1,69228E-06
1,77747E-06
1,85809E-06
1,92103E-06
1,97007E-06
2,02935E-06
2,07281E-06
2,11594E-06
5,54036E-07
5,41142E-07
5,1973E-07
5,06061E-07
4,89666E-07
4,69923E-07
4,60164E-07
4,25254E-07
4,00466E-07
3,7271E-07
3,3446E-07
2,99004E-07
2,67429E-07
2,21551E-07
1,77258E-07
1,36114E-07
9,3365E-08
6,155E-08
3,49655E-08
1,28185E-08
-9,09911E-09
-2,53725E-08
-3,54158E-08
-4,29303E-08
-4,86047E-08
-5,13053E-08
-7,32263E-08
-5,49078E-08
-5,62113E-08
-6,14292E-08
-7,56762E-08
-7,44884E-08
-6,99602E-08
-7,83129E-08
-7,11002E-08
-8,84671E-08
-8,87985E-08
-9,16438E-08
-9,916E-08
-1,1064E-07
-1,11364E-07
-1,20483E-07
-1,29277E-07
-1,36139E-07
-1,55271E-07
-1,59958E-07
-1,70724E-07
-1,87947E-07
-2,10431E-07
-2,21544E-07
-2,31689E-07
-2,74416E-07
-2,9296E-07
-3,20129E-07
-3,51345E-07
-3,89922E-07
-4,2713E-07
-4,68824E-07
-5,1272E-07
-5,65376E-07
-6,2993E-07
-6,89704E-07
-7,63172E-07
-8,42584E-07
-9,1187E-07
-9,99664E-07
-1,08346E-06
-1,17912E-06
-1,28714E-06
-1,40353E-06
-1,51885E-06
-1,64319E-06
-1,77171E-06
-1,90026E-06
-2,04163E-06
-2,18128E-06
